Epoch_UTC,0.3_Bin,0.5_Bin,1.0_Bin,2.5_Bin,5.0_Bin,10.0_Bin,PM_1.0_SP,PM_2.5_SP,PM_10.0_SP,PM_1.0_AM,PM_2.5_AM,PM_10.0_AM
1621527054.7381,660.0000,209.0000,32.0000,1.0000,0.0000,0.0000,3.0000,5.0000,5.0000,3.0000,5.0000,5.0000
1621527055.5761,660.0000,209.0000,32.0000,1.0000,0.0000,0.0000,3.0000,5.0000,5.0000,3.0000,5.0000,5.0000
1621527056.4151,690.0000,219.0000,26.0000,1.0000,0.0000,0.0000,3.0000,5.0000,5.0000,3.0000,5.0000,5.0000
1621527057.3231,690.0000,219.0000,26.0000,1.0000,0.0000,0.0000,3.0000,5.0000,5.0000,3.0000,5.0000,5.0000
1621527058.1621,690.0000,219.0000,26.0000,1.0000,0.0000,0.0000,3.0000,5.0000,5.0000,3.0000,5.0000,5.0000
1621527059.0001,684.0000,218.0000,28.0000,1.0000,0.0000,0.0000,3.0000,5.0000,5.0000,3.0000,5.0000,5.0000
1621527059.9091,684.0000,218.0000,28.0000,1.0000,0.0000,0.0000,3.0000,5.0000,5.0000,3.0000,5.0000,5.0000
1621527060.7471,684.0000,218.0000,28.0000,1.0000,0.0000,0.0000,3.0000,5.0000,5.0000,3.0000,5.0000,5.0000
1621527061.5861,663.0000,211.0000,28.0000,1.0000,0.0000,0.0000,3.0000,5.0000,5.0000,3.0000,5.0000,5.0000
1621527062.4941,663.0000,211.0000,28.0000,1.0000,0.0000,0.0000,3.0000,5.0000,5.0000,3.0000,5.0000,5.0000
1621527063.3331,663.0000,211.0000,28.0000,1.0000,0.0000,0.0000,3.0000,5.0000,5.0000,3.0000,5.0000,5.0000
1621527064.1721,690.0000,219.0000,30.0000,1.0000,0.0000,0.0000,3.0000,5.0000,5.0000,3.0000,5.0000,5.0000
1621527065.0801,690.0000,219.0000,30.0000,1.0000,0.0000,0.0000,3.0000,5.0000,5.0000,3.0000,5.0000,5.0000
1621527065.9191,690.0000,219.0000,30.0000,1.0000,0.0000,0.0000,3.0000,5.0000,5.0000,3.0000,5.0000,5.0000
1621527066.7571,714.0000,228.0000,30.0000,1.0000,0.0000,0.0000,4.0000,5.0000,5.0000,4.0000,5.0000,5.0000
1621527067.6661,714.0000,228.0000,30.0000,1.0000,0.0000,0.0000,4.0000,5.0000,5.0000,4.0000,5.0000,5.0000
1621527068.5041,714.0000,228.0000,30.0000,1.0000,0.0000,0.0000,4.0000,5.0000,5.0000,4.0000,5.0000,5.0000
1621527069.3431,702.0000,224.0000,34.0000,2.0000,0.0000,0.0000,4.0000,5.0000,5.0000,4.0000,5.0000,5.0000
1621527070.2511,702.0000,224.0000,34.0000,2.0000,0.0000,0.0000,4.0000,5.0000,5.0000,4.0000,5.0000,5.0000
1621527071.0901,702.0000,224.0000,34.0000,2.0000,0.0000,0.0000,4.0000,5.0000,5.0000,4.0000,5.0000,5.0000
1621527071.9281,708.0000,224.0000,28.0000,1.0000,0.0000,0.0000,4.0000,5.0000,5.0000,4.0000,5.0000,5.0000
1621527072.8381,708.0000,224.0000,28.0000,1.0000,0.0000,0.0000,4.0000,5.0000,5.0000,4.0000,5.0000,5.0000
1621527073.6761,708.0000,224.0000,28.0000,1.0000,0.0000,0.0000,4.0000,5.0000,5.0000,4.0000,5.0000,5.0000
1621527074.5141,657.0000,211.0000,33.0000,1.0000,0.0000,0.0000,4.0000,5.0000,5.0000,4.0000,5.0000,5.0000
1621527075.4231,657.0000,211.0000,33.0000,1.0000,0.0000,0.0000,4.0000,5.0000,5.0000,4.0000,5.0000,5.0000
1621527076.2611,657.0000,211.0000,33.0000,1.0000,0.0000,0.0000,4.0000,5.0000,5.0000,4.0000,5.0000,5.0000
1621527077.1001,684.0000,216.0000,31.0000,1.0000,0.0000,0.0000,4.0000,5.0000,5.0000,4.0000,5.0000,5.0000
1621527078.0081,684.0000,216.0000,31.0000,1.0000,0.0000,0.0000,4.0000,5.0000,5.0000,4.0000,5.0000,5.0000
1621527078.8471,684.0000,216.0000,31.0000,1.0000,0.0000,0.0000,4.0000,5.0000,5.0000,4.0000,5.0000,5.0000
1621527079.6851,735.0000,233.0000,38.0000,1.0000,0.0000,0.0000,4.0000,5.0000,5.0000,4.0000,5.0000,5.0000
1621527080.5941,735.0000,233.0000,38.0000,1.0000,0.0000,0.0000,4.0000,5.0000,5.0000,4.0000,5.0000,5.0000
1621527081.4321,735.0000,233.0000,38.0000,1.0000,0.0000,0.0000,4.0000,5.0000,5.0000,4.0000,5.0000,5.0000
1621527082.2711,696.0000,220.0000,40.0000,1.0000,0.0000,0.0000,4.0000,5.0000,5.0000,4.0000,5.0000,5.0000
1621527083.1791,696.0000,220.0000,40.0000,1.0000,0.0000,0.0000,4.0000,5.0000,5.0000,4.0000,5.0000,5.0000
1621527084.0181,696.0000,220.0000,40.0000,1.0000,0.0000,0.0000,4.0000,5.0000,5.0000,4.0000,5.0000,5.0000
1621527084.8561,693.0000,220.0000,38.0000,1.0000,0.0000,0.0000,4.0000,5.0000,5.0000,4.0000,5.0000,5.0000
1621527085.7651,693.0000,220.0000,38.0000,1.0000,0.0000,0.0000,4.0000,5.0000,5.0000,4.0000,5.0000,5.0000
1621527086.6031,693.0000,220.0000,38.0000,1.0000,0.0000,0.0000,4.0000,5.0000,5.0000,4.0000,5.0000,5.0000
1621527087.4421,681.0000,214.0000,37.0000,1.0000,0.0000,0.0000,4.0000,5.0000,5.0000,4.0000,5.0000,5.0000
1621527088.3501,681.0000,214.0000,37.0000,1.0000,0.0000,0.0000,4.0000,5.0000,5.0000,4.0000,5.0000,5.0000
1621527089.1891,681.0000,214.0000,37.0000,1.0000,0.0000,0.0000,4.0000,5.0000,5.0000,4.0000,5.0000,5.0000
1621527090.0281,660.0000,208.0000,35.0000,1.0000,0.0000,0.0000,4.0000,5.0000,5.0000,4.0000,5.0000,5.0000
1621527090.9361,660.0000,208.0000,35.0000,1.0000,0.0000,0.0000,4.0000,5.0000,5.0000,4.0000,5.0000,5.0000
1621527091.7751,660.0000,208.0000,35.0000,1.0000,0.0000,0.0000,4.0000,5.0000,5.0000,4.0000,5.0000,5.0000
1621527092.6131,636.0000,197.0000,33.0000,1.0000,0.0000,0.0000,3.0000,4.0000,4.0000,3.0000,4.0000,4.0000
1621527093.5221,636.0000,197.0000,33.0000,1.0000,0.0000,0.0000,3.0000,4.0000,4.0000,3.0000,4.0000,4.0000
1621527094.3601,636.0000,197.0000,33.0000,1.0000,0.0000,0.0000,3.0000,4.0000,4.0000,3.0000,4.0000,4.0000
1621527095.1991,669.0000,208.0000,31.0000,0.0000,0.0000,0.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000
1621527096.1071,669.0000,208.0000,31.0000,0.0000,0.0000,0.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000
1621527096.9461,669.0000,208.0000,31.0000,0.0000,0.0000,0.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000
1621527097.7841,654.0000,205.0000,33.0000,1.0000,1.0000,0.0000,3.0000,4.0000,5.0000,3.0000,4.0000,5.0000
1621527098.6931,654.0000,205.0000,33.0000,1.0000,1.0000,0.0000,3.0000,4.0000,5.0000,3.0000,4.0000,5.0000
1621527099.5311,654.0000,205.0000,33.0000,1.0000,1.0000,0.0000,3.0000,4.0000,5.0000,3.0000,4.0000,5.0000
1621527100.3701,666.0000,209.0000,31.0000,1.0000,1.0000,0.0000,3.0000,4.0000,5.0000,3.0000,4.0000,5.0000
1621527101.2781,666.0000,209.0000,31.0000,1.0000,1.0000,0.0000,3.0000,4.0000,5.0000,3.0000,4.0000,5.0000
1621527102.1171,666.0000,209.0000,31.0000,1.0000,1.0000,0.0000,3.0000,4.0000,5.0000,3.0000,4.0000,5.0000
1621527102.9561,621.0000,192.0000,31.0000,1.0000,1.0000,0.0000,3.0000,4.0000,5.0000,3.0000,4.0000,5.0000
1621527103.8641,621.0000,192.0000,31.0000,1.0000,1.0000,0.0000,3.0000,4.0000,5.0000,3.0000,4.0000,5.0000
1621527104.7031,621.0000,192.0000,31.0000,1.0000,1.0000,0.0000,2.0000,3.0000,4.0000,2.0000,3.0000,4.0000
1621527105.5411,564.0000,175.0000,27.0000,2.0000,2.0000,1.0000,2.0000,3.0000,4.0000,2.0000,3.0000,4.0000
1621527106.4501,564.0000,175.0000,27.0000,2.0000,2.0000,1.0000,2.0000,3.0000,4.0000,2.0000,3.0000,4.0000
1621527107.2881,564.0000,175.0000,27.0000,2.0000,2.0000,1.0000,2.0000,3.0000,4.0000,2.0000,3.0000,4.0000
1621527108.1271,558.0000,171.0000,23.0000,2.0000,2.0000,1.0000,2.0000,2.0000,4.0000,2.0000,2.0000,4.0000
1621527109.0351,558.0000,171.0000,23.0000,2.0000,2.0000,1.0000,2.0000,2.0000,4.0000,2.0000,2.0000,4.0000
1621527109.8741,558.0000,171.0000,23.0000,2.0000,2.0000,1.0000,2.0000,2.0000,4.0000,2.0000,2.0000,4.0000
1621527110.7121,567.0000,172.0000,23.0000,2.0000,2.0000,1.0000,2.0000,3.0000,4.0000,2.0000,3.0000,4.0000
1621527111.6211,567.0000,172.0000,23.0000,2.0000,2.0000,1.0000,2.0000,3.0000,4.0000,2.0000,3.0000,4.0000
1621527112.4591,567.0000,172.0000,23.0000,2.0000,2.0000,1.0000,2.0000,3.0000,4.0000,2.0000,3.0000,4.0000
1621527113.2981,591.0000,182.0000,24.0000,2.0000,2.0000,1.0000,3.0000,4.0000,5.0000,3.0000,4.0000,5.0000
1621527114.2061,591.0000,182.0000,24.0000,2.0000,2.0000,1.0000,3.0000,4.0000,5.0000,3.0000,4.0000,5.0000
1621527115.0451,591.0000,182.0000,24.0000,2.0000,2.0000,1.0000,3.0000,4.0000,5.0000,3.0000,4.0000,5.0000
1621527115.8841,648.0000,197.0000,26.0000,2.0000,2.0000,1.0000,4.0000,4.0000,6.0000,4.0000,4.0000,6.0000
1621527116.7921,648.0000,197.0000,26.0000,2.0000,2.0000,1.0000,4.0000,4.0000,6.0000,4.0000,4.0000,6.0000
1621527117.6311,648.0000,197.0000,26.0000,2.0000,2.0000,1.0000,4.0000,4.0000,6.0000,4.0000,4.0000,6.0000
1621527118.4691,645.0000,199.0000,24.0000,2.0000,2.0000,1.0000,4.0000,4.0000,5.0000,4.0000,4.0000,5.0000
1621527119.3781,645.0000,199.0000,24.0000,2.0000,2.0000,1.0000,3.0000,3.0000,4.0000,3.0000,3.0000,4.0000
1621527120.2161,645.0000,199.0000,24.0000,2.0000,2.0000,1.0000,3.0000,3.0000,4.0000,3.0000,3.0000,4.0000
1621527121.0541,633.0000,195.0000,22.0000,2.0000,2.0000,1.0000,3.0000,3.0000,4.0000,3.0000,3.0000,4.0000
1621527121.9631,633.0000,195.0000,22.0000,2.0000,2.0000,1.0000,3.0000,3.0000,4.0000,3.0000,3.0000,4.0000
1621527122.8021,633.0000,195.0000,22.0000,2.0000,2.0000,1.0000,3.0000,3.0000,4.0000,3.0000,3.0000,4.0000
1621527123.6391,684.0000,210.0000,18.0000,1.0000,1.0000,1.0000,3.0000,3.0000,4.0000,3.0000,3.0000,4.0000
1621527124.5491,684.0000,210.0000,18.0000,1.0000,1.0000,1.0000,3.0000,3.0000,4.0000,3.0000,3.0000,4.0000
1621527125.3871,684.0000,210.0000,18.0000,1.0000,1.0000,1.0000,4.0000,4.0000,5.0000,4.0000,4.0000,5.0000
1621527126.2251,693.0000,213.0000,18.0000,1.0000,1.0000,1.0000,4.0000,4.0000,5.0000,4.0000,4.0000,5.0000
1621527127.1341,693.0000,213.0000,18.0000,1.0000,1.0000,1.0000,4.0000,4.0000,5.0000,4.0000,4.0000,5.0000
1621527127.9731,693.0000,213.0000,18.0000,1.0000,1.0000,1.0000,4.0000,4.0000,5.0000,4.0000,4.0000,5.0000
1621527128.8121,705.0000,221.0000,17.0000,1.0000,1.0000,1.0000,4.0000,4.0000,5.0000,4.0000,4.0000,5.0000
1621527129.7201,705.0000,221.0000,17.0000,1.0000,1.0000,1.0000,4.0000,4.0000,5.0000,4.0000,4.0000,5.0000
1621527130.5591,705.0000,221.0000,17.0000,1.0000,1.0000,1.0000,4.0000,4.0000,5.0000,4.0000,4.0000,5.0000
1621527131.3971,750.0000,234.0000,19.0000,0.0000,0.0000,0.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000
1621527132.3061,750.0000,234.0000,19.0000,0.0000,0.0000,0.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000
1621527133.1441,750.0000,234.0000,19.0000,0.0000,0.0000,0.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000
1621527133.9831,771.0000,241.0000,23.0000,0.0000,0.0000,0.0000,4.0000,5.0000,5.0000,4.0000,5.0000,5.0000
1621527134.8911,771.0000,241.0000,23.0000,0.0000,0.0000,0.0000,4.0000,5.0000,5.0000,4.0000,5.0000,5.0000
1621527135.7301,771.0000,241.0000,23.0000,0.0000,0.0000,0.0000,4.0000,5.0000,5.0000,4.0000,5.0000,5.0000
1621527136.5681,738.0000,230.0000,23.0000,0.0000,0.0000,0.0000,4.0000,5.0000,5.0000,4.0000,5.0000,5.0000
1621527137.4771,738.0000,230.0000,23.0000,0.0000,0.0000,0.0000,4.0000,5.0000,5.0000,4.0000,5.0000,5.0000
1621527138.3141,738.0000,230.0000,23.0000,0.0000,0.0000,0.0000,4.0000,5.0000,5.0000,4.0000,5.0000,5.0000
1621527139.1531,732.0000,228.0000,23.0000,0.0000,0.0000,0.0000,4.0000,5.0000,5.0000,4.0000,5.0000,5.0000
1621527140.0611,732.0000,228.0000,23.0000,0.0000,0.0000,0.0000,4.0000,5.0000,5.0000,4.0000,5.0000,5.0000
1621527140.9001,732.0000,228.0000,23.0000,0.0000,0.0000,0.0000,4.0000,5.0000,5.0000,4.0000,5.0000,5.0000
1621527141.7391,708.0000,222.0000,20.0000,0.0000,0.0000,0.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000
1621527142.6471,708.0000,222.0000,20.0000,0.0000,0.0000,0.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000
1621527143.4861,708.0000,222.0000,20.0000,0.0000,0.0000,0.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000
1621527144.3241,708.0000,222.0000,20.0000,0.0000,0.0000,0.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000
1621527145.2331,708.0000,222.0000,20.0000,0.0000,0.0000,0.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000
1621527146.0711,708.0000,222.0000,20.0000,0.0000,0.0000,0.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000
1621527146.9101,669.0000,207.0000,19.0000,0.0000,0.0000,0.0000,3.0000,4.0000,4.0000,3.0000,4.0000,4.0000
1621527147.8181,669.0000,207.0000,19.0000,0.0000,0.0000,0.0000,3.0000,4.0000,4.0000,3.0000,4.0000,4.0000
1621527148.6561,669.0000,207.0000,19.0000,0.0000,0.0000,0.0000,3.0000,4.0000,4.0000,3.0000,4.0000,4.0000
1621527149.4941,633.0000,195.0000,25.0000,0.0000,0.0000,0.0000,3.0000,4.0000,4.0000,3.0000,4.0000,4.0000
1621527150.4031,633.0000,195.0000,25.0000,0.0000,0.0000,0.0000,3.0000,4.0000,4.0000,3.0000,4.0000,4.0000
1621527151.2411,633.0000,195.0000,25.0000,0.0000,0.0000,0.0000,3.0000,4.0000,4.0000,3.0000,4.0000,4.0000
1621527152.0801,600.0000,184.0000,25.0000,0.0000,0.0000,0.0000,3.0000,4.0000,4.0000,3.0000,4.0000,4.0000
1621527152.9881,600.0000,184.0000,25.0000,0.0000,0.0000,0.0000,3.0000,4.0000,4.0000,3.0000,4.0000,4.0000
1621527153.8271,600.0000,184.0000,25.0000,0.0000,0.0000,0.0000,3.0000,4.0000,4.0000,3.0000,4.0000,4.0000
1621527154.6661,615.0000,189.0000,28.0000,0.0000,0.0000,0.0000,3.0000,4.0000,4.0000,3.0000,4.0000,4.0000
1621527155.5741,615.0000,189.0000,28.0000,0.0000,0.0000,0.0000,3.0000,4.0000,4.0000,3.0000,4.0000,4.0000
1621527156.4131,615.0000,189.0000,28.0000,0.0000,0.0000,0.0000,3.0000,4.0000,4.0000,3.0000,4.0000,4.0000
1621527157.2511,591.0000,181.0000,28.0000,1.0000,0.0000,0.0000,3.0000,4.0000,4.0000,3.0000,4.0000,4.0000
1621527158.1601,591.0000,181.0000,28.0000,1.0000,0.0000,0.0000,3.0000,4.0000,4.0000,3.0000,4.0000,4.0000
1621527158.9981,591.0000,181.0000,28.0000,1.0000,0.0000,0.0000,3.0000,4.0000,4.0000,3.0000,4.0000,4.0000
1621527159.8361,591.0000,180.0000,24.0000,1.0000,0.0000,0.0000,3.0000,4.0000,4.0000,3.0000,4.0000,4.0000
1621527160.7451,591.0000,180.0000,24.0000,1.0000,0.0000,0.0000,3.0000,4.0000,4.0000,3.0000,4.0000,4.0000
1621527161.5841,591.0000,180.0000,24.0000,1.0000,0.0000,0.0000,3.0000,4.0000,4.0000,3.0000,4.0000,4.0000
1621527162.4221,624.0000,190.0000,24.0000,1.0000,0.0000,0.0000,3.0000,4.0000,4.0000,3.0000,4.0000,4.0000
1621527163.3311,624.0000,190.0000,24.0000,1.0000,0.0000,0.0000,3.0000,4.0000,4.0000,3.0000,4.0000,4.0000
1621527164.1681,624.0000,190.0000,24.0000,1.0000,0.0000,0.0000,2.0000,3.0000,3.0000,2.0000,3.0000,3.0000
1621527165.0071,639.0000,194.0000,24.0000,1.0000,0.0000,0.0000,2.0000,3.0000,3.0000,2.0000,3.0000,3.0000
1621527165.9151,639.0000,194.0000,24.0000,1.0000,0.0000,0.0000,2.0000,3.0000,3.0000,2.0000,3.0000,3.0000
1621527166.7541,639.0000,194.0000,24.0000,1.0000,0.0000,0.0000,2.0000,3.0000,3.0000,2.0000,3.0000,3.0000
1621527167.5931,639.0000,194.0000,25.0000,1.0000,0.0000,0.0000,2.0000,4.0000,4.0000,2.0000,4.0000,4.0000
1621527168.5011,639.0000,194.0000,25.0000,1.0000,0.0000,0.0000,2.0000,4.0000,4.0000,2.0000,4.0000,4.0000
1621527169.3401,639.0000,194.0000,25.0000,1.0000,0.0000,0.0000,2.0000,4.0000,4.0000,2.0000,4.0000,4.0000
1621527170.1781,621.0000,188.0000,23.0000,1.0000,0.0000,0.0000,3.0000,4.0000,4.0000,3.0000,4.0000,4.0000
1621527171.0871,621.0000,188.0000,23.0000,1.0000,0.0000,0.0000,3.0000,4.0000,4.0000,3.0000,4.0000,4.0000
1621527171.9251,621.0000,188.0000,23.0000,1.0000,0.0000,0.0000,3.0000,4.0000,4.0000,3.0000,4.0000,4.0000
1621527172.7641,672.0000,207.0000,24.0000,1.0000,0.0000,0.0000,4.0000,5.0000,5.0000,4.0000,5.0000,5.0000
1621527173.6721,672.0000,207.0000,24.0000,1.0000,0.0000,0.0000,4.0000,5.0000,5.0000,4.0000,5.0000,5.0000
1621527174.5111,672.0000,207.0000,24.0000,1.0000,0.0000,0.0000,4.0000,5.0000,5.0000,4.0000,5.0000,5.0000
1621527175.3491,702.0000,213.0000,18.0000,1.0000,0.0000,0.0000,4.0000,5.0000,5.0000,4.0000,5.0000,5.0000
1621527176.2581,702.0000,213.0000,18.0000,1.0000,0.0000,0.0000,4.0000,5.0000,5.0000,4.0000,5.0000,5.0000
1621527177.0961,702.0000,213.0000,18.0000,1.0000,0.0000,0.0000,4.0000,5.0000,5.0000,4.0000,5.0000,5.0000
1621527177.9351,714.0000,217.0000,18.0000,1.0000,0.0000,0.0000,4.0000,5.0000,5.0000,4.0000,5.0000,5.0000
1621527178.8431,714.0000,217.0000,18.0000,1.0000,0.0000,0.0000,4.0000,5.0000,5.0000,4.0000,5.0000,5.0000
1621527179.6811,714.0000,217.0000,18.0000,1.0000,0.0000,0.0000,4.0000,5.0000,5.0000,4.0000,5.0000,5.0000
1621527180.5201,720.0000,219.0000,16.0000,1.0000,0.0000,0.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000
1621527181.4281,720.0000,219.0000,16.0000,1.0000,0.0000,0.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000
1621527182.2671,720.0000,219.0000,16.0000,1.0000,0.0000,0.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000
1621527183.1051,693.0000,210.0000,12.0000,0.0000,0.0000,0.0000,3.0000,4.0000,4.0000,3.0000,4.0000,4.0000
1621527184.0131,693.0000,210.0000,12.0000,0.0000,0.0000,0.0000,3.0000,4.0000,4.0000,3.0000,4.0000,4.0000
1621527184.8521,693.0000,210.0000,12.0000,0.0000,0.0000,0.0000,3.0000,4.0000,4.0000,3.0000,4.0000,4.0000
1621527185.6911,699.0000,215.0000,12.0000,1.0000,1.0000,1.0000,4.0000,4.0000,5.0000,4.0000,4.0000,5.0000
1621527186.5991,699.0000,215.0000,12.0000,1.0000,1.0000,1.0000,4.0000,4.0000,5.0000,4.0000,4.0000,5.0000
1621527187.4381,699.0000,215.0000,12.0000,1.0000,1.0000,1.0000,4.0000,4.0000,5.0000,4.0000,4.0000,5.0000
1621527188.2761,672.0000,209.0000,12.0000,1.0000,1.0000,1.0000,3.0000,4.0000,5.0000,3.0000,4.0000,5.0000
1621527189.1851,672.0000,209.0000,12.0000,1.0000,1.0000,1.0000,3.0000,4.0000,5.0000,3.0000,4.0000,5.0000
1621527190.0231,672.0000,209.0000,12.0000,1.0000,1.0000,1.0000,3.0000,4.0000,5.0000,3.0000,4.0000,5.0000
1621527190.8611,690.0000,216.0000,12.0000,1.0000,1.0000,1.0000,4.0000,4.0000,5.0000,4.0000,4.0000,5.0000
1621527191.7691,690.0000,216.0000,12.0000,1.0000,1.0000,1.0000,4.0000,4.0000,5.0000,4.0000,4.0000,5.0000
1621527192.6081,690.0000,216.0000,12.0000,1.0000,1.0000,1.0000,4.0000,4.0000,5.0000,4.0000,4.0000,5.0000
1621527193.4471,726.0000,226.0000,16.0000,1.0000,1.0000,1.0000,4.0000,4.0000,5.0000,4.0000,4.0000,5.0000
1621527194.3551,726.0000,226.0000,16.0000,1.0000,1.0000,1.0000,4.0000,4.0000,5.0000,4.0000,4.0000,5.0000
1621527195.1941,726.0000,226.0000,16.0000,1.0000,1.0000,1.0000,4.0000,4.0000,5.0000,4.0000,4.0000,5.0000
1621527196.0321,744.0000,230.0000,18.0000,1.0000,1.0000,1.0000,4.0000,5.0000,5.0000,4.0000,5.0000,5.0000
1621527196.9401,744.0000,230.0000,18.0000,1.0000,1.0000,1.0000,4.0000,5.0000,5.0000,4.0000,5.0000,5.0000
1621527197.7791,744.0000,230.0000,18.0000,1.0000,1.0000,1.0000,4.0000,5.0000,5.0000,4.0000,5.0000,5.0000
1621527198.6181,738.0000,226.0000,20.0000,1.0000,1.0000,1.0000,4.0000,5.0000,5.0000,4.0000,5.0000,5.0000
1621527199.5261,738.0000,226.0000,20.0000,1.0000,1.0000,1.0000,4.0000,5.0000,5.0000,4.0000,5.0000,5.0000
1621527200.3651,738.0000,226.0000,20.0000,1.0000,1.0000,1.0000,4.0000,5.0000,5.0000,4.0000,5.0000,5.0000
1621527201.2031,687.0000,215.0000,19.0000,1.0000,1.0000,1.0000,3.0000,4.0000,5.0000,3.0000,4.0000,5.0000
1621527202.1121,687.0000,215.0000,19.0000,1.0000,1.0000,1.0000,3.0000,4.0000,5.0000,3.0000,4.0000,5.0000
1621527202.9501,687.0000,215.0000,19.0000,1.0000,1.0000,1.0000,3.0000,4.0000,5.0000,3.0000,4.0000,5.0000
1621527203.7891,699.0000,219.0000,17.0000,1.0000,1.0000,1.0000,4.0000,4.0000,5.0000,4.0000,4.0000,5.0000
1621527204.6971,699.0000,219.0000,17.0000,1.0000,1.0000,1.0000,4.0000,4.0000,5.0000,4.0000,4.0000,5.0000
1621527205.5361,699.0000,219.0000,17.0000,1.0000,1.0000,1.0000,4.0000,4.0000,5.0000,4.0000,4.0000,5.0000
